"Link","Classe","Número","Ano.de.autuação","Relator.Atual","Data","Andamento","Observação.Andamento","Ramo.do.direito","Assuntos","fator_m_aurelio","unanimidade"
"ADI-4029","ADI",4029,2008,"MIN. LUIZ FUX","7/3/2012","Procedente em parte","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, julgou parcialmente procedente a ação direta, com modulação da eficácia, contra os votos dos Senhores Ministros Ricardo Lewandowski, que a julgava improcedente, e Marco Aurélio, que a julgava de todo procedente. Votou o Presidente, Ministro Cezar Peluso. Impedido o Senhor Ministro Dias Toffoli. Ausente, justificadamente, o Senhor Ministro Joaquim Barbosa. Falou, pela Advocacia-Geral da União, o Ministro Luís Inácio Lucena Adams, Advogado-Geral da União. Plenário, 07.03.2012. ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE 2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MEIO AMBIENTE","0","0"
"ADI-3712","ADI",3712,2006,"MIN. CEZAR PELUSO","1/3/2012","Agravo regimental não provido","NA SESSÃO DO PLENÁRIO DE 29.2.2012 - Decisão: O Tribunal, por maioria e nos termos do voto do Relator, Ministro Cezar Peluso (Presidente), negou provimento ao recurso de agravo, contra o voto do Senhor Ministro Marco Aurélio. Plenário, 29.02.2012.","","","0","0"
"Inq-2913","Inq",2913,2010,"MIN. DIAS TOFFOLI","1/3/2012","Agravo regimental provido","Decisão: O Tribunal, por maioria, deu provimento ao agravo regimental, contra os votos dos Senhores Ministros Dias Toffoli (Relator), Ricardo Lewandowski e Gilmar Mendes. Votou o Presidente, Ministro Cezar Peluso. Redigirá o acórdão o Senhor Ministro Luiz Fux. Ausente, justificadamente, o Senhor Ministro Celso de Mello. Plenário, 01.03.2012. ","DIREITO PENAL","1 - DIREITO PENAL | CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL | PECULATO","0","0"
"HC-107325","HC",107325,2011,"MIN. MARCO AURÉLIO","1/3/2012","Não conhecido(s)","Decisão: O Tribunal, por maioria, não conheceu do habeas corpus, contra os votos dos Senhores Ministros Marco Aurélio (Relator), Dias Toffoli e Gilmar Mendes. Votou o Presidente, Ministro Cezar Peluso. Redigirá o acórdão a Senhora Ministra Cármen Lúcia. Ausentes, justificadamente, o Senhor Ministro Celso de Mello e, neste julgamento, o Senhor Ministro Joaquim Barbosa. Falaram, pelo paciente, o Dr. Luís Carlos Alcooforado e, pelo Ministério Público Federal, a Vice-Procuradora-Geral da República, Dra. Deborah Macedo Duprat de Britto Pereira. Plenário, 01.03.2012. ","DIREITO PROCESSUAL PENAL","1 - DIREITO PROCESSUAL PENAL | AÇÃO PENAL | NULIDADE 2 - DIREITO PROCESSUAL PENAL | AÇÃO PENAL | TRANCAMENTO","0","0"
"ADI-4163","ADI",4163,2008,"MIN. TEORI ZAVASCKI","29/2/2012","Procedente em parte","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, Ministro Cezar Peluso (Presidente), conheceu da ação como Arguição de Descumprimento de Preceito Fundamental, julgando-a, em parte, procedente, para declarar a ilegitimidade ou não-recepção do artigo 234 e seus parágrafos, da Lei Complementar Estadual Paulista nº 988, de 9 de janeiro de 2006, e declarar constitucional o artigo 109 da Constituição do Estado de São Paulo, desde que interpretado conforme a Constituição, no sentido de apenas autorizar, sem obrigatoriedade nem exclusividade, a Defensoria a celebrar convênio com a OAB-SP, contra o voto do Senhor Ministro Marco Aurélio, que julgava procedente o pedido como Ação Direta de Inconstitucionalidade. Ausente, justificadamente, o Senhor Ministro Celso de Mello. Falaram, pelo Ministério Público Federal, a Vice-Procuradora-Geral da República, Dra. Deborah Macedo Duprat de Britto Pereira; pela interessada Defensoria Pública do Estado de São Paulo, a Dra. Daniela Sollberge","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | DEFENSORIA PÚBLICA","0","0"
"Inq-2131","Inq",2131,2004,"MIN. ROSA WEBER","23/2/2012","Recebida denúncia","Decisão: O Tribunal, por maioria e nos termos do voto da Senhora Ministra Ellen Gracie (Relatora), recebeu a denúncia, contra os votos dos Senhores Ministros Gilmar Mendes, Dias Toffoli e Marco Aurélio, que a rejeitavam, e o voto do Senhor Ministro Cezar Peluso (Presidente), que a recebia em parte. Redigirá o acórdão o Senhor Ministro Luiz Fux (art. 38, IV, b, do RI). Não votou a Senhora Ministra Rosa Weber por suceder à Senhora Ministra Ellen Gracie (Relatora). Ausente o Senhor Ministro Ricardo Lewandowski, representando o Tribunal em visita oficial à Suprema Corte do Japão. Plenário, 23.02.2012.","DIREITO PENAL","1 - DIREITO PENAL | CRIMES CONTRA A LIBERDADE PESSOAL | REDUÇÃO A CONDIÇÃO ANÁLOGA À DE ESCRAVO","0","0"
"ADI-4578","ADI",4578,2011,"MIN. LUIZ FUX","16/2/2012","Improcedente","Decisão: O Tribunal, por maioria, julgou improcedente a ação direta, contra os votos dos Senhores Ministros Dias Toffoli, que a julgava parcialmente procedente; Gilmar Mendes, que a julgava totalmente procedente, e Celso de Mello e Cezar Peluso (Presidente), que a julgavam parcialmente procedente em extensões diferentes. Plenário, 16.02.2012.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | INCONSTITUCIONALIDADE MATERIAL","0","0"
"ADC-29","ADC",29,2011,"MIN. LUIZ FUX","16/2/2012","Procedente","Decisão: O Tribunal, por maioria, julgou procedente a ação, contra os votos dos Senhores Ministros Luiz Fux (Relator), que a julgava parcialmente procedente, e Gilmar Mendes, Marco Aurélio, Celso de Mello e Cezar Peluso (Presidente), que a julgavam improcedente. Plenário, 16.02.2012.","DIREITO ELEITORAL E PROCESSO ELEITORAL","1 - DIREITO ELEITORAL E PROCESSO ELEITORAL | ELEIÇÃO | REGISTRO DA CANDIDATURA | INELEGIBILIDADE","0","0"
"ADC-30","ADC",30,2011,"MIN. LUIZ FUX","16/2/2012","Procedente","Decisão: O Tribunal, por maioria, julgou procedente a ação, contra os votos dos Senhores Ministros Luiz Fux (Relator), que a julgava parcialmente procedente, e Dias Toffoli, Gilmar Mendes, Celso de Mello e Cezar Peluso (Presidente), que a julgavam parcialmente procedente em extensões diferentes, segundo o enunciado em seus votos. Plenário, 16.02.2012.","DIREITO ELEITORAL E PROCESSO ELEITORAL","1 - DIREITO ELEITORAL E PROCESSO ELEITORAL | ELEIÇÃO | ELEITOR","0","0"
"ADI-4424","ADI",4424,2010,"MIN. MARCO AURÉLIO","9/2/2012","Procedente","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, julgou procedente a ação direta para, dando interpretação conforme aos artigos 12, inciso I, e 16, ambos da Lei nº 11.340/2006, assentar a natureza incondicionada da ação penal em caso de crime de lesão, pouco importando a extensão desta, praticado contra a mulher no ambiente doméstico, contra o voto do Senhor Ministro Cezar Peluso (Presidente). Falaram, pelo Ministério Público Federal (ADI 4424), o Dr. Roberto Monteiro Gurgel Santos, Procurador-Geral da República; pela Advocacia-Geral da União, a Dra. Grace Maria Fernandes Mendonça, Secretária-Geral de Contencioso; pelo interessado (ADC 19), Conselho Federal da Ordem dos Advogados do Brasil, o Dr. Ophir Cavalcante Júnior e, pelo interessado (ADI 4424), Congresso Nacional, o Dr. Alberto Cascais, Advogado-Geral do Senado. Plenário, 09.02.2012.","DIREITO PENAL","1 - DIREITO PENAL | VIOLÊNCIA DOMÉSTICA CONTRA A MULHER 2 - DIREITO PROCESSUAL PENAL | AÇÃO PENAL","0","0"
"ADI-4638","ADI",4638,2011,"MIN. MARCO AURÉLIO","9/2/2012","Liminar referendada em parte","NA SESSÃO DO PLENÁRIO DE 8.2.2012 - Decisão: Em continuidade ao julgamento, o Tribunal, por maioria, quanto aos § 3º, § 7º, § 8º e § 9º do artigo 14, cabeça; aos incisos IV e V do artigo 17, cabeça, e ao § 3º do artigo 20, cabeça, da Resolução nº 135/2011 do Conselho Nacional de Justiça, negou referendo à liminar, contra os votos dos Senhores Ministros Marco Aurélio (Relator), Ricardo Lewandowski, Celso de Mello e Cezar Peluso (Presidente), que a referendavam, e o voto do Senhor Ministro Luiz Fux, que a referendava parcialmente. Quanto ao § 1º do artigo 15, por maioria, o Tribunal, referendou a cautelar concedida, contra o voto da Senhora Ministra Rosa Weber. Quanto ao parágrafo único do artigo 21, o Tribunal, por maioria, deu interpretação conforme a Constituição Federal para entender que deve haver votação específica de cada uma das penas disciplinares aplicáveis a magistrados até que (...)","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLÍTICOS | MAGISTRATURA | PROCESSO DISCIPLINAR / SINDICÂNCIA","0","0"
"MS-28003","MS",28003,2009,"MIN. ROSA WEBER","8/2/2012","Denegada a segurança","Decisão: O Tribunal, por maioria e nos termos do voto da Ministra Ellen Gracie (Relatora), denegou a segurança e cassou a liminar concedida, contra o voto do Senhor Ministro Marco Aurélio, que a deferia. Votou o Presidente, Ministro Cezar Peluso. Redigirá o acórdão o Senhor Ministro Luiz Fux. Não votou a Senhora Ministra Rosa Weber por suceder à Ministra Ellen Gracie. Plenário, 08.02.2012.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | CONCESSÃO / PERMISSÃO / AUTORIZAÇÃO | TABELIONATOS, REGISTROS, CARTÓRIOS 2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONCURSO PÚBLICO / EDITAL","0","0"
"Inq-3108","Inq",3108,2011,"MIN. DIAS TOFFOLI","15/12/2011","Recebida denúncia em parte","Decisão: O Tribunal recebeu, em parte, a denúncia, nos termos do voto do Relator, contra os votos dos Senhores Ministros Marco Aurélio e Celso de Mello, que também a recebiam em parte, mas em maior extensão, e do voto do Presidente, que rejeitava a denúncia. Ausentes, neste julgamento, o Senhor Ministro Gilmar Mendes e, licenciado, o Senhor Ministro Joaquim Barbosa. Falaram, pelo Ministério Público Federal, o Dr. Roberto Monteiro Gurgel Santos, Procurador-Geral da República e, pelo investigado, o Dr. Leandro Bemfica Rodrigues. Plenário, 15.12.2011. ","DIREITO PENAL","1 - DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE | CRIMES DA LEI DE LICITAÇÕES","0","0"
"MS-25066","MS",25066,2004,"MIN. MARCO AURÉLIO","14/12/2011","Denegada a segurança","Decisão: O Tribunal, por maioria, denegou a segurança, contra o voto do Senhor Ministro Marco Aurélio (Relator). Votou o Presidente, Ministro Cezar Peluso. Redigirá o acórdão o Senhor Ministro Luiz Fux. Ausentes, justificadamente, o Senhor Ministro Celso de Mello; neste julgamento, o Senhor Ministro Ricardo Lewandowski e, licenciado, o Senhor Ministro Joaquim Barbosa. Plenário, 14.12.2011. ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | INTERVENÇÃO DO ESTADO NA PROPRIEDADE | DESAPROPRIAÇÃO","0","0"
"MS-25493","MS",25493,2005,"MIN. MARCO AURÉLIO","14/12/2011","Concedida a segurança","Decisão: Prosseguindo no julgamento, o Tribunal, por maioria e nos termos do voto do Relator, concedeu a segurança, contra o voto do Senhor Ministro Dias Toffoli. Votou o Presidente, Ministro Cezar Peluso. Ausentes, justificadamente, o Senhor Ministro Celso de Mello, com voto proferido na assentada anterior, e, licenciado, o Senhor Ministro Joaquim Barbosa. Plenário, 14.12.2011. ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | INTERVENÇÃO DO ESTADO NA PROPRIEDADE | DESAPROPRIAÇÃO","0","0"
"ADI-4291","ADI",4291,2009,"MIN. MARCO AURÉLIO","14/12/2011","Procedente em parte","Decisão: O Tribunal julgou parcialmente procedente a ação direta para declarar a inconstitucionalidade dos §2º e §3º do art. 2º da Lei nº 13.549, de 2009, do Estado de São Paulo, no que excluem a assunção de responsabilidade pelo Estado, e conferir interpretação conforme à Constituição ao restante da norma impugnada, proclamando que as regras não se aplicam a quem, na data da publicação da Lei, já estava em gozo de benefício ou já tinha cumprido, com base no regime instituído pela Lei nº 10.394, de 1970, os requisitos necessários à concessão,                         ","DIREITO DO TRABALHO","1 - DIREITO DO TRABALHO | CATEGORIA PROFISSIONAL ESPECIAL | ADVOGADOS 2 - DIREITO PREVIDENCIÁRIO","0","0"
"ADI-4429","ADI",4429,2010,"MIN. MARCO AURÉLIO","14/12/2011","Procedente em parte","Decisão: O Tribunal julgou parcialmente procedente a ação direta para declarar a inconstitucionalidade dos §2º e §3º do art. 2º da Lei nº 13.549, de 2009, do Estado de São Paulo, no que excluem a assunção de responsabilidade pelo Estado, e conferir interpretação conforme à Constituição ao restante da norma impugnada, proclamando que as regras não se aplicam a quem, na data da publicação da Lei, já estava em gozo de benefício ou já tinha cumprido, com base no regime instituído pela Lei nº 10.394, de 1970, os requisitos necessários à concessão, tudo nos termos do voto do Relator, contra os votos dos Senhores Ministros Luiz Fux, que o fazia em menor extensão, ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA2 - DIREITO PREVIDENCIÁRIO | DISPOSIÇÕES DIVERSAS RELATIVAS ÀS PRESTAÇÕES | PERÍODOS DE CARÊNCIA","0","0"
"HC-89965","HC",89965,2006,"MIN. GILMAR MENDES","7/12/2011","Agravo regimental não conhecido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, Ministro Cezar Peluso (Presidente), não conheceu do agravo regimental, contra o voto do Senhor Ministro Marco Aurélio. Plenário, 07.12.2011.","DIREITO PROCESSUAL PENAL","1 - DIREITO PROCESSUAL PENAL | AÇÃO PENAL | TRANCAMENTO 2 - DIREITO PROCESSUAL PENAL | DENÚNCIA/QUEIXA","0","0"
"MS-27621","MS",27621,2008,"MIN. CÁRMEN LÚCIA","7/12/2011","Denegada a segurança","Decisão: O Tribunal, por maioria, denegou a segurança, contra os votos da Senhora Ministra Cármen Lúcia (Relatora) e dos Senhores Ministros Luiz Fux e Marco Aurélio. Votou o Presidente, Ministro Cezar Peluso. Redigirá o acórdão o Senhor Ministro Ricardo Lewandowski. Ausente, neste julgamento, o Senhor Ministro Joaquim Barbosa. Plenário, 07.12.2011.","DIREITO PROCESSUAL CIVIL E DO TRABALHO","1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAÇÃO / CUMPRIMENTO / EXECUÇÃO DE SENTENÇA | CONSTRIÇÃO / PENHORA / AVALIAÇÃO / INDISPONIBILIDADE DE BENS","0","0"
"Inq-3104","Inq",3104,2011,"MIN. RICARDO LEWANDOWSKI","24/11/2011","Improcedente","Decisão: O Tribunal rejeitou a denúncia, reconhecendo consumada a prescrição quanto ao delito de injúria. E rejeitou a denúncia quanto ao delito de calúnia, contra os votos do Senhor Ministro Relator e do Senhor Ministro Luiz Fux, que a recebiam. A seguir, por unanimidade, o Tribunal julgou improcedente a ação, nos termos do art. 6º, caput, da Lei nº 8.038/90. Votou o Presidente, Ministro Cezar Peluso. Lavrará o acórdão o Senhor Ministro Dias Toffoli. Não votou o Senhor Ministro Joaquim Barbosa, por não ter assistido ao relatório. Falou pelo investigado o Dr. Carlos Adauto Virmond. Plenário, 24.11.2011. ","DIREITO PENAL","1 - DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE | CRIMES ELEITORAIS | INJÚRIA 2 - DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE | CRIMES ELEITORAIS | CALÚNIA","0","0"
"MS-26294","MS",26294,2006,"MIN. RICARDO LEWANDOWSKI","23/11/2011","Denegada a segurança","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, denegou a segurança, revogada a liminar concedida e prejudicado o recurso de agravo interposto pela União, contra o voto do Senhor Ministro Marco Aurélio, que concedia a segurança. Votou o Presidente, Ministro Cezar Peluso. Ausente, neste julgamento, o Senhor Ministro Gilmar Mendes. Plenário, 23.11.2011. ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | REGIME ESTATUTÁRIO | EXONERAÇÃO","0","0"
"RE-586482","RE",586482,2008,"MIN. DIAS TOFFOLI","23/11/2011","Julgado mérito de tema com repercussão geral"," Decisão: O Tribunal, por maioria e nos termos do voto do Relator, conheceu e negou provimento ao recurso extraordinário, contra os votos dos Senhores Ministros Marco Aurélio e Celso de Mello. Votou o Presidente, Ministro Cezar Peluso. Impedido o Senhor Ministro Luiz Fux. Ausente, neste julgamento, o Senhor Ministro Gilmar Mendes. Falou pela recorrida o Dr. Luís Carlos Martins Alves Júnior, Procurador da Fazenda Nacional. Plenário, 23.11.2011. ","DIREITO TRIBUTÁRIO","0 - DIREITO TRIBUTÁRIO | CONTRIBUIÇÕES | CONTRIBUIÇÕES SOCIAIS | COFINS 1 - DIREITO TRIBUTÁRIO | CONTRIBUIÇÕES | CONTRIBUIÇÕES SOCIAIS | PIS 2 - DIREITO TRIBUTÁRIO | CRÉDITO TRIBUTÁRIO | BASE DE CÁLCULO 3 - DIREITO TRIBUTÁRIO | CRÉDITO TRIBUTÁRIO | FATO GERADOR/INCIDÊNCIA","0","0"
"Rcl-11635","Rcl",11635,2011,"MIN. CELSO DE MELLO","23/11/2011","Embargos recebidos como agravo regimental desde logo não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, recebeu os embargos de declaração como agravo regimental e a este negou provimento, contra o voto do Senhor Ministro Marco Aurélio na conversão e no mérito. Ausentes, neste julgamento, os Senhores Ministros Joaquim Barbosa, Ricardo Lewandowski e Dias Toffoli. Presidiu o julgamento o Senhor Ministro Cezar Peluso. Plenário, 23.11.2011.","DIREITO PROCESSUAL CIVIL E DO TRABALHO","1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | FORMAÇÃO, SUSPENSÃO E EXTINÇÃO DO PROCESSO | EXTINÇÃO DO PROCESSO SEM RESOLUÇÃO DE MÉRITO | LEGITIMIDADE PARA A CAUSA | LEGITIMIDADE PARA PROPOSITURA DE AÇÃO CIVIL PÚBLICA2 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | JURISDIÇÃO E COMPETÊNCIA | COMPETÊNCIA3 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | PROCESSO E PROCEDIMENTO","0","0"
"Rcl-11957","Rcl",11957,2011,"MIN. CELSO DE MELLO","23/11/2011","Embargos recebidos como agravo regimental desde logo não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, recebeu os embargos de declaração como agravo regimental e a este negou provimento, contra o voto do Senhor Ministro Marco Aurélio na conversão e no mérito. Ausentes, neste julgamento, os Senhores Ministros Joaquim Barbosa, Ricardo Lewandowski e Dias Toffoli. Presidiu o julgamento o Senhor Ministro Cezar Peluso. Plenário, 23.11.2011.","DIREITO PROCESSUAL PENAL","1 - DIREITO PROCESSUAL PENAL | AÇÃO PENAL | NULIDADE | CERCEAMENTO DE DEFESA","0","0"
"Rcl-11965","Rcl",11965,2011,"MIN. CELSO DE MELLO","23/11/2011","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, contra o voto do Senhor Ministro Marco Aurélio. Ausentes, neste julgamento, os Senhores Ministros Joaquim Barbosa, Ricardo Lewandowski e Dias Toffoli. Presidiu o julgamento o Senhor Ministro Cezar Peluso. Plenário, 23.11.2011.","DIREITO PROCESSUAL CIVIL E DO TRABALHO","1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | FORMAÇÃO, SUSPENSÃO E EXTINÇÃO DO PROCESSO | SUSPENSÃO DO PROCESSO2 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | JURISDIÇÃO E COMPETÊNCIA | COMPETÊNCIA","0","0"
"Rcl-12091","Rcl",12091,2011,"MIN. CELSO DE MELLO","23/11/2011","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, contra o voto do Senhor Ministro Marco Aurélio. Ausentes, neste julgamento, os Senhores Ministros Joaquim Barbosa, Ricardo Lewandowski e Dias Toffoli. Presidiu o julgamento o Senhor Ministro Cezar Peluso. Plenário, 23.11.2011.","DIREITO PROCESSUAL CIVIL E DO TRABALHO","1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | JURISDIÇÃO E COMPETÊNCIA | COMPETÊNCIA","0","0"
"Rcl-12100","Rcl",12100,2011,"MIN. CELSO DE MELLO","23/11/2011","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, contra o voto do Senhor Ministro Marco Aurélio. Ausentes, neste julgamento, os Senhores Ministros Joaquim Barbosa, Ricardo Lewandowski e Dias Toffoli. Presidiu o julgamento o Senhor Ministro Cezar Peluso. Plenário, 23.11.2011.","DIREITO TRIBUTÁRIO","1 - DIREITO TRIBUTÁRIO | EMPRÉSTIMOS COMPULSÓRIOS | ENERGIA ELÉTRICA","0","0"
"Rcl-12394","Rcl",12394,2011,"MIN. CELSO DE MELLO","23/11/2011","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, contra o voto do Senhor Ministro Marco Aurélio. Ausentes, neste julgamento, os Senhores Ministros Joaquim Barbosa, Ricardo Lewandowski e Dias Toffoli. Presidiu o julgamento o Senhor Ministro Cezar Peluso. Plenário, 23.11.2011.","DIREITO PROCESSUAL CIVIL E DO TRABALHO","1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | JURISDIÇÃO E COMPETÊNCIA | COMPETÊNCIA2 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | PROCESSO E PROCEDIMENTO 3 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | RECURSO | CABIMENTO","0","0"
